sku,product_name,category,collection,material,secondary_material,color_palette,style_tags,msrp,length_cm,width_cm,height_cm,weight_kg,description,image_url,status,launch_year
SKU-0284,Coastal Breeze Rattan Side Table Wide,Side Table,Coastal Breeze,rattan,teak,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1580.32,52.1,53.7,65.9,9.1,Round rattan side table with a tapered pedestal base.,https://catalog.example.com/images/SKU-0284.jpg,Active,2024
SKU-0285,Coastal Breeze Rattan Console,Console,Coastal Breeze,rattan,teak,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,835.76,130.8,43.0,75.5,24.4,Narrow rattan console table with brass-tipped legs.,https://catalog.example.com/images/SKU-0285.jpg,Active,2023
SKU-0286,Coastal Breeze Teak Console II,Console,Coastal Breeze,teak,linen,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1457.14,145.3,37.4,83.5,27.1,Slim teak console table for entryways and hallways.,https://catalog.example.com/images/SKU-0286.jpg,Limited Edition,2025
SKU-0287,Coastal Breeze Linen Console Slim,Console,Coastal Breeze,linen,rattan,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,2313.82,127.0,38.8,79.5,25.8,Slim linen console table for entryways and hallways.,https://catalog.example.com/images/SKU-0287.jpg,Limited Edition,2021
SKU-0288,Coastal Breeze Rattan Console Wide,Console,Coastal Breeze,rattan,teak,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,384.66,134.5,38.4,89.2,27.8,Elegant rattan console with two open shelves below.,https://catalog.example.com/images/SKU-0288.jpg,Discontinued,2020
SKU-0289,Coastal Breeze Rattan Desk,Desk,Coastal Breeze,rattan,teak,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,751.54,153.0,69.6,66.8,26.9,Mid-century rattan desk with pencil drawer and hutch.,https://catalog.example.com/images/SKU-0289.jpg,Active,2024
SKU-0290,Coastal Breeze Teak Desk II,Desk,Coastal Breeze,teak,linen,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1755.0,129.2,75.9,66.3,27.9,Spacious teak writing desk with cable management.,https://catalog.example.com/images/SKU-0290.jpg,Active,2025
SKU-0291,Coastal Breeze Linen Desk Slim,Desk,Coastal Breeze,linen,rattan,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,2488.57,133.3,71.1,76.2,32.5,Spacious linen writing desk with cable management.,https://catalog.example.com/images/SKU-0291.jpg,Limited Edition,2024
SKU-0292,Coastal Breeze Rattan Desk Wide,Desk,Coastal Breeze,rattan,teak,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1094.43,127.9,78.2,79.0,30.0,Mid-century rattan desk with pencil drawer and hutch.,https://catalog.example.com/images/SKU-0292.jpg,Active,2020
SKU-0293,Coastal Breeze Rattan Nightstand,Nightstand,Coastal Breeze,rattan,teak,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,1394.7,48.1,42.6,61.0,11.7,Two-drawer rattan nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0293.jpg,Active,2020
SKU-0294,Coastal Breeze Teak Nightstand II,Nightstand,Coastal Breeze,teak,linen,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1956.25,49.9,38.6,60.8,11.8,Floating teak nightstand with built-in wireless charging.,https://catalog.example.com/images/SKU-0294.jpg,Limited Edition,2024
SKU-0295,Coastal Breeze Linen Nightstand Slim,Nightstand,Coastal Breeze,linen,rattan,Driftwood / Sandy Beige,coastal | relaxed | warm-neutrals,2031.91,53.3,38.0,51.7,10.8,Two-drawer linen nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0295.jpg,Active,2021
SKU-0296,Coastal Breeze Rattan Nightstand Wide,Nightstand,Coastal Breeze,rattan,teak,Ocean Teak / Washed Linen,coastal | relaxed | warm-neutrals,1232.0,45.9,38.9,53.2,10.8,Petite rattan nightstand perfect for small bedrooms.,https://catalog.example.com/images/SKU-0296.jpg,Active,2023
SKU-0297,Heritage Craft Walnut Dining Table,Dining Table,Heritage Craft,walnut,brass,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2318.84,182.4,92.5,74.1,45.6,"Generously proportioned dining table for family gatherings, crafted from walnut.",https://catalog.example.com/images/SKU-0297.jpg,Active,2020
SKU-0298,Heritage Craft Brass Dining Table II,Dining Table,Heritage Craft,brass,velvet,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,223.85,202.6,102.3,80.1,48.9,Elegant brass dining table with clean lines and a natural finish.,https://catalog.example.com/images/SKU-0298.jpg,Active,2022
SKU-0299,Heritage Craft Velvet Dining Table Slim,Dining Table,Heritage Craft,velvet,walnut,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,1328.36,210.8,101.4,83.9,42.2,"Generously proportioned dining table for family gatherings, crafted from velvet.",https://catalog.example.com/images/SKU-0299.jpg,Discontinued,2021
SKU-0300,Heritage Craft Walnut Dining Table Wide,Dining Table,Heritage Craft,walnut,brass,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,2102.15,182.7,95.2,74.9,40.3,"Generously proportioned dining table for family gatherings, crafted from walnut.",https://catalog.example.com/images/SKU-0300.jpg,Active,2022
SKU-0301,Heritage Craft Brass Dining Table Compact,Dining Table,Heritage Craft,brass,velvet,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,1349.14,213.6,96.7,83.0,47.4,Elegant brass dining table with clean lines and a natural finish.,https://catalog.example.com/images/SKU-0301.jpg,Active,2024
SKU-0302,Heritage Craft Walnut Chair,Chair,Heritage Craft,walnut,brass,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,706.31,50.2,48.5,87.7,8.7,Comfortable walnut dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0302.jpg,Active,2022
SKU-0303,Heritage Craft Brass Chair II,Chair,Heritage Craft,brass,velvet,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1403.64,59.2,59.7,100.2,7.3,"Light yet durable brass chair, perfect for everyday use.",https://catalog.example.com/images/SKU-0303.jpg,Active,2024
SKU-0304,Heritage Craft Velvet Chair Slim,Chair,Heritage Craft,velvet,walnut,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2848.74,54.7,50.7,87.8,7.7,Comfortable velvet dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0304.jpg,Limited Edition,2025
SKU-0305,Heritage Craft Walnut Chair Wide,Chair,Heritage Craft,walnut,brass,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1952.77,58.7,52.7,85.3,8.5,Sculptural walnut accent chair with a contemporary silhouette.,https://catalog.example.com/images/SKU-0305.jpg,Active,2020
SKU-0306,Heritage Craft Brass Chair Compact,Chair,Heritage Craft,brass,velvet,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2805.39,56.2,55.6,93.9,8.1,Comfortable brass dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0306.jpg,Limited Edition,2023
SKU-0307,Heritage Craft Velvet Chair XL,Chair,Heritage Craft,velvet,walnut,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,2836.48,54.2,52.2,94.2,8.6,Comfortable velvet dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0307.jpg,Active,2025
SKU-0308,Heritage Craft Walnut Sofa,Sofa,Heritage Craft,walnut,brass,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,545.66,206.4,98.6,89.4,58.8,Modular walnut sofa that adapts to any living room layout.,https://catalog.example.com/images/SKU-0308.jpg,Active,2023
SKU-0309,Heritage Craft Brass Sofa II,Sofa,Heritage Craft,brass,velvet,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,2972.5,224.3,95.8,93.6,59.9,Modular brass sofa that adapts to any living room layout.,https://catalog.example.com/images/SKU-0309.jpg,Active,2024
SKU-0310,Heritage Craft Velvet Sofa Slim,Sofa,Heritage Craft,velvet,walnut,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,253.78,230.6,102.1,86.9,60.5,Modular velvet sofa that adapts to any living room layout.,https://catalog.example.com/images/SKU-0310.jpg,Active,2021
SKU-0311,Heritage Craft Walnut Sofa Wide,Sofa,Heritage Craft,walnut,brass,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,2023.16,202.4,97.6,86.3,56.9,Modular walnut sofa that adapts to any living room layout.,https://catalog.example.com/images/SKU-0311.jpg,Limited Edition,2023
SKU-0312,Heritage Craft Brass Sofa Compact,Sofa,Heritage Craft,brass,velvet,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2904.41,244.6,93.4,75.0,51.8,Modular brass sofa that adapts to any living room layout.,https://catalog.example.com/images/SKU-0312.jpg,Discontinued,2025
SKU-0313,Heritage Craft Walnut Bookshelf,Bookshelf,Heritage Craft,walnut,brass,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,1739.28,91.6,34.5,175.3,37.3,Wall-mounted walnut shelf system for books and décor.,https://catalog.example.com/images/SKU-0313.jpg,Discontinued,2025
SKU-0314,Heritage Craft Brass Bookshelf II,Bookshelf,Heritage Craft,brass,velvet,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1575.33,100.8,34.9,171.2,38.5,Tall brass bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0314.jpg,Active,2020
SKU-0315,Heritage Craft Velvet Bookshelf Slim,Bookshelf,Heritage Craft,velvet,walnut,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2518.26,82.3,33.4,178.1,32.5,Wall-mounted velvet shelf system for books and décor.,https://catalog.example.com/images/SKU-0315.jpg,Active,2022
SKU-0316,Heritage Craft Walnut Bookshelf Wide,Bookshelf,Heritage Craft,walnut,brass,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1506.06,94.8,34.6,161.3,31.2,Tall walnut bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0316.jpg,Limited Edition,2020
SKU-0317,Heritage Craft Brass Bookshelf Compact,Bookshelf,Heritage Craft,brass,velvet,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,213.37,93.2,36.5,165.5,39.1,Tall brass bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0317.jpg,Active,2024
SKU-0318,Heritage Craft Velvet Bookshelf XL,Bookshelf,Heritage Craft,velvet,walnut,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,646.19,86.3,34.4,178.4,37.5,Open-shelf velvet bookcase with five adjustable tiers.,https://catalog.example.com/images/SKU-0318.jpg,Limited Edition,2021
SKU-0319,Heritage Craft Walnut Coffee Table,Coffee Table,Heritage Craft,walnut,brass,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,1974.36,117.0,63.4,49.1,19.8,Round walnut coffee table combining form and function.,https://catalog.example.com/images/SKU-0319.jpg,Active,2023
SKU-0320,Heritage Craft Brass Coffee Table II,Coffee Table,Heritage Craft,brass,velvet,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,161.68,111.5,63.6,48.3,17.9,Low-profile brass coffee table with rounded edges.,https://catalog.example.com/images/SKU-0320.jpg,Active,2024
SKU-0321,Heritage Craft Velvet Coffee Table Slim,Coffee Table,Heritage Craft,velvet,walnut,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,681.84,111.3,54.4,46.8,19.9,Round velvet coffee table combining form and function.,https://catalog.example.com/images/SKU-0321.jpg,Limited Edition,2022
SKU-0322,Heritage Craft Walnut Coffee Table Wide,Coffee Table,Heritage Craft,walnut,brass,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1850.37,116.9,54.4,43.4,19.8,Nesting walnut coffee table set for flexible living spaces.,https://catalog.example.com/images/SKU-0322.jpg,Active,2025
SKU-0323,Heritage Craft Walnut Bed Frame,Bed Frame,Heritage Craft,walnut,brass,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2430.75,214.5,166.6,38.2,46.9,Queen-size walnut bed frame with slatted base support.,https://catalog.example.com/images/SKU-0323.jpg,Active,2021
SKU-0324,Heritage Craft Brass Bed Frame II,Bed Frame,Heritage Craft,brass,velvet,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1212.92,210.5,156.9,36.5,48.6,Platform brass bed frame with integrated headboard.,https://catalog.example.com/images/SKU-0324.jpg,Active,2023
SKU-0325,Heritage Craft Velvet Bed Frame Slim,Bed Frame,Heritage Craft,velvet,walnut,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,1960.18,231.1,176.5,36.9,46.0,Queen-size velvet bed frame with slatted base support.,https://catalog.example.com/images/SKU-0325.jpg,Active,2021
SKU-0326,Heritage Craft Walnut Bed Frame Wide,Bed Frame,Heritage Craft,walnut,brass,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,682.23,216.0,174.0,44.3,49.8,Minimalist walnut bed frame with hidden under-bed storage.,https://catalog.example.com/images/SKU-0326.jpg,Active,2023
SKU-0327,Heritage Craft Brass Bed Frame Compact,Bed Frame,Heritage Craft,brass,velvet,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2895.91,217.7,156.5,39.9,52.5,Queen-size brass bed frame with slatted base support.,https://catalog.example.com/images/SKU-0327.jpg,Active,2023
SKU-0328,Heritage Craft Velvet Bed Frame XL,Bed Frame,Heritage Craft,velvet,walnut,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,625.67,186.4,170.0,38.0,47.3,Queen-size velvet bed frame with slatted base support.,https://catalog.example.com/images/SKU-0328.jpg,Discontinued,2022
SKU-0329,Heritage Craft Walnut Side Table,Side Table,Heritage Craft,walnut,brass,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2374.11,52.9,53.2,60.7,9.1,Round walnut side table with a tapered pedestal base.,https://catalog.example.com/images/SKU-0329.jpg,Active,2022
SKU-0330,Heritage Craft Brass Side Table II,Side Table,Heritage Craft,brass,velvet,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,2358.07,50.5,53.1,63.7,9.9,Geometric brass accent table for beside your sofa.,https://catalog.example.com/images/SKU-0330.jpg,Active,2023
SKU-0331,Heritage Craft Velvet Side Table Slim,Side Table,Heritage Craft,velvet,walnut,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,440.89,53.0,47.6,67.2,9.9,Round velvet side table with a tapered pedestal base.,https://catalog.example.com/images/SKU-0331.jpg,Active,2020
SKU-0332,Heritage Craft Walnut Side Table Wide,Side Table,Heritage Craft,walnut,brass,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1400.35,53.3,46.8,64.5,10.2,Compact walnut side table with a single drawer.,https://catalog.example.com/images/SKU-0332.jpg,Active,2025
SKU-0333,Heritage Craft Walnut Console,Console,Heritage Craft,walnut,brass,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,1952.4,133.6,42.7,86.0,26.8,Slim walnut console table for entryways and hallways.,https://catalog.example.com/images/SKU-0333.jpg,Discontinued,2022
SKU-0334,Heritage Craft Brass Console II,Console,Heritage Craft,brass,velvet,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1666.0,131.2,38.3,83.9,23.7,Narrow brass console table with brass-tipped legs.,https://catalog.example.com/images/SKU-0334.jpg,Active,2024
SKU-0335,Heritage Craft Velvet Console Slim,Console,Heritage Craft,velvet,walnut,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2957.64,139.8,36.5,84.8,24.5,Narrow velvet console table with brass-tipped legs.,https://catalog.example.com/images/SKU-0335.jpg,Active,2022
SKU-0336,Heritage Craft Walnut Console Wide,Console,Heritage Craft,walnut,brass,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,2620.09,136.3,36.5,73.2,23.9,Slim walnut console table for entryways and hallways.,https://catalog.example.com/images/SKU-0336.jpg,Active,2025
SKU-0337,Heritage Craft Brass Console Compact,Console,Heritage Craft,brass,velvet,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,1268.2,132.4,37.8,78.4,24.7,Slim brass console table for entryways and hallways.,https://catalog.example.com/images/SKU-0337.jpg,Limited Edition,2020
SKU-0338,Heritage Craft Velvet Console XL,Console,Heritage Craft,velvet,walnut,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1297.12,123.1,44.2,77.5,27.7,Narrow velvet console table with brass-tipped legs.,https://catalog.example.com/images/SKU-0338.jpg,Active,2024
SKU-0339,Heritage Craft Walnut Desk,Desk,Heritage Craft,walnut,brass,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2625.39,126.3,77.9,77.4,31.4,Mid-century walnut desk with pencil drawer and hutch.,https://catalog.example.com/images/SKU-0339.jpg,Active,2024
SKU-0340,Heritage Craft Brass Desk II,Desk,Heritage Craft,brass,velvet,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1282.49,150.9,69.9,71.8,28.4,Standing-height adjustable brass desk for home offices.,https://catalog.example.com/images/SKU-0340.jpg,Discontinued,2024
SKU-0341,Heritage Craft Velvet Desk Slim,Desk,Heritage Craft,velvet,walnut,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,521.19,149.7,76.6,79.7,26.7,Standing-height adjustable velvet desk for home offices.,https://catalog.example.com/images/SKU-0341.jpg,Limited Edition,2023
SKU-0342,Heritage Craft Walnut Desk Wide,Desk,Heritage Craft,walnut,brass,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,195.4,138.0,61.6,83.2,27.9,Spacious walnut writing desk with cable management.,https://catalog.example.com/images/SKU-0342.jpg,Limited Edition,2021
SKU-0343,Heritage Craft Walnut Nightstand,Nightstand,Heritage Craft,walnut,brass,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,1009.32,45.1,38.7,49.5,12.5,Floating walnut nightstand with built-in wireless charging.,https://catalog.example.com/images/SKU-0343.jpg,Limited Edition,2021
SKU-0344,Heritage Craft Brass Nightstand II,Nightstand,Heritage Craft,brass,velvet,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,296.59,47.7,41.9,51.5,12.4,Petite brass nightstand perfect for small bedrooms.,https://catalog.example.com/images/SKU-0344.jpg,Limited Edition,2020
SKU-0345,Heritage Craft Velvet Nightstand Slim,Nightstand,Heritage Craft,velvet,walnut,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,152.1,44.9,40.9,55.3,11.8,Floating velvet nightstand with built-in wireless charging.,https://catalog.example.com/images/SKU-0345.jpg,Active,2025
SKU-0346,Heritage Craft Walnut Nightstand Wide,Nightstand,Heritage Craft,walnut,brass,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,1128.19,55.9,39.3,50.1,10.8,Two-drawer walnut nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0346.jpg,Active,2020
SKU-0347,Heritage Craft Brass Nightstand Compact,Nightstand,Heritage Craft,brass,velvet,Dark Walnut / Aged Brass,traditional | warm-tones | handcrafted,2231.68,45.2,38.7,52.4,11.7,Two-drawer brass nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0347.jpg,Active,2025
SKU-0348,Heritage Craft Velvet Nightstand XL,Nightstand,Heritage Craft,velvet,walnut,Burgundy Velvet / Rich Walnut,traditional | warm-tones | handcrafted,2978.88,44.8,40.6,56.5,11.0,Two-drawer velvet nightstand with soft-close hardware.,https://catalog.example.com/images/SKU-0348.jpg,Active,2025
SKU-0349,Urban Loft Reclaimed Wood Dining Table,Dining Table,Urban Loft,reclaimed wood,iron,Weathered Pine / Raw Iron,industrial | rustic | urban,1939.03,220.2,102.8,74.0,41.9,"Generously proportioned dining table for family gatherings, crafted from reclaimed wood.",https://catalog.example.com/images/SKU-0349.jpg,Active,2021
SKU-0350,Urban Loft Iron Dining Table II,Dining Table,Urban Loft,iron,concrete,Grey Concrete / Dark Iron,industrial | rustic | urban,2293.47,211.0,96.4,73.7,48.1,"Sturdy iron table seating 6–8, ideal for modern dining rooms.",https://catalog.example.com/images/SKU-0350.jpg,Active,2022
SKU-0351,Urban Loft Concrete Dining Table Slim,Dining Table,Urban Loft,concrete,reclaimed wood,Weathered Pine / Raw Iron,industrial | rustic | urban,1986.17,202.6,102.4,76.9,48.0,"Generously proportioned dining table for family gatherings, crafted from concrete.",https://catalog.example.com/images/SKU-0351.jpg,Limited Edition,2020
SKU-0352,Urban Loft Reclaimed Wood Dining Table Wide,Dining Table,Urban Loft,reclaimed wood,iron,Grey Concrete / Dark Iron,industrial | rustic | urban,2565.49,218.0,92.9,76.9,41.6,"Sturdy reclaimed wood table seating 6–8, ideal for modern dining rooms.",https://catalog.example.com/images/SKU-0352.jpg,Active,2022
SKU-0353,Urban Loft Reclaimed Wood Chair,Chair,Urban Loft,reclaimed wood,iron,Weathered Pine / Raw Iron,industrial | rustic | urban,304.52,54.9,49.9,90.0,8.2,Comfortable reclaimed wood dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0353.jpg,Discontinued,2020
SKU-0354,Urban Loft Iron Chair II,Chair,Urban Loft,iron,concrete,Grey Concrete / Dark Iron,industrial | rustic | urban,2961.62,50.1,59.8,91.5,7.7,"Light yet durable iron chair, perfect for everyday use.",https://catalog.example.com/images/SKU-0354.jpg,Limited Edition,2021
SKU-0355,Urban Loft Concrete Chair Slim,Chair,Urban Loft,concrete,reclaimed wood,Weathered Pine / Raw Iron,industrial | rustic | urban,2322.77,48.6,49.3,84.9,7.1,Comfortable concrete dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0355.jpg,Active,2023
SKU-0356,Urban Loft Reclaimed Wood Chair Wide,Chair,Urban Loft,reclaimed wood,iron,Grey Concrete / Dark Iron,industrial | rustic | urban,1592.84,57.8,58.5,88.3,7.8,Sculptural reclaimed wood accent chair with a contemporary silhouette.,https://catalog.example.com/images/SKU-0356.jpg,Limited Edition,2024
SKU-0357,Urban Loft Iron Chair Compact,Chair,Urban Loft,iron,concrete,Weathered Pine / Raw Iron,industrial | rustic | urban,1681.32,52.1,52.5,90.2,7.4,Comfortable iron dining chair with ergonomic lumbar support.,https://catalog.example.com/images/SKU-0357.jpg,Active,2024
SKU-0358,Urban Loft Concrete Chair XL,Chair,Urban Loft,concrete,reclaimed wood,Grey Concrete / Dark Iron,industrial | rustic | urban,1080.24,56.8,59.4,93.9,7.2,Sculptural concrete accent chair with a contemporary silhouette.,https://catalog.example.com/images/SKU-0358.jpg,Limited Edition,2023
SKU-0359,Urban Loft Reclaimed Wood Sofa,Sofa,Urban Loft,reclaimed wood,iron,Weathered Pine / Raw Iron,industrial | rustic | urban,2866.27,196.7,85.6,83.7,54.4,Deep-seated reclaimed wood sofa with plush cushions for ultimate relaxation.,https://catalog.example.com/images/SKU-0359.jpg,Discontinued,2020
SKU-0360,Urban Loft Iron Sofa II,Sofa,Urban Loft,iron,concrete,Grey Concrete / Dark Iron,industrial | rustic | urban,1030.48,228.3,87.6,75.1,50.2,Classic 3-seater iron sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0360.jpg,Active,2021
SKU-0361,Urban Loft Concrete Sofa Slim,Sofa,Urban Loft,concrete,reclaimed wood,Weathered Pine / Raw Iron,industrial | rustic | urban,1563.78,221.2,101.5,89.5,50.6,Modular concrete sofa that adapts to any living room layout.,https://catalog.example.com/images/SKU-0361.jpg,Active,2025
SKU-0362,Urban Loft Reclaimed Wood Sofa Wide,Sofa,Urban Loft,reclaimed wood,iron,Grey Concrete / Dark Iron,industrial | rustic | urban,2375.2,232.3,86.3,93.2,52.8,Modular reclaimed wood sofa that adapts to any living room layout.,https://catalog.example.com/images/SKU-0362.jpg,Active,2022
SKU-0363,Urban Loft Iron Sofa Compact,Sofa,Urban Loft,iron,concrete,Weathered Pine / Raw Iron,industrial | rustic | urban,1641.98,231.2,96.7,76.4,54.4,Modular iron sofa that adapts to any living room layout.,https://catalog.example.com/images/SKU-0363.jpg,Active,2020
SKU-0364,Urban Loft Concrete Sofa XL,Sofa,Urban Loft,concrete,reclaimed wood,Grey Concrete / Dark Iron,industrial | rustic | urban,1572.89,202.4,87.2,90.6,60.2,Classic 3-seater concrete sofa with solid hardwood frame.,https://catalog.example.com/images/SKU-0364.jpg,Limited Edition,2025
SKU-0365,Urban Loft Reclaimed Wood Bookshelf,Bookshelf,Urban Loft,reclaimed wood,iron,Weathered Pine / Raw Iron,industrial | rustic | urban,799.95,79.3,38.0,158.9,31.2,Wall-mounted reclaimed wood shelf system for books and décor.,https://catalog.example.com/images/SKU-0365.jpg,Active,2023
SKU-0366,Urban Loft Iron Bookshelf II,Bookshelf,Urban Loft,iron,concrete,Grey Concrete / Dark Iron,industrial | rustic | urban,2771.65,99.3,38.0,182.3,38.5,Open-shelf iron bookcase with five adjustable tiers.,https://catalog.example.com/images/SKU-0366.jpg,Limited Edition,2025
SKU-0367,Urban Loft Concrete Bookshelf Slim,Bookshelf,Urban Loft,concrete,reclaimed wood,Weathered Pine / Raw Iron,industrial | rustic | urban,1344.2,84.6,38.5,172.2,37.7,Tall concrete bookshelf with a ladder-style lean design.,https://catalog.example.com/images/SKU-0367.jpg,Discontinued,2022
SKU-0368,Urban Loft Reclaimed Wood Bookshelf Wide,Bookshelf,Urban Loft,reclaimed wood,iron,Grey Concrete / Dark Iron,industrial | rustic | urban,489.29,98.7,32.3,193.1,39.0,Wall-mounted reclaimed wood shelf system for books and décor.,https://catalog.example.com/images/SKU-0368.jpg,Active,2020
SKU-0369,Urban Loft Reclaimed Wood Coffee Table,Coffee Table,Urban Loft,reclaimed wood,iron,Weathered Pine / Raw Iron,industrial | rustic | urban,2617.19,115.0,60.8,39.7,18.6,Round reclaimed wood coffee table combining form and function.,https://catalog.example.com/images/SKU-0369.jpg,Discontinued,2022
SKU-0370,Urban Loft Iron Coffee Table II,Coffee Table,Urban Loft,iron,concrete,Grey Concrete / Dark Iron,industrial | rustic | urban,2256.79,119.0,61.3,44.9,21.3,Low-profile iron coffee table with rounded edges.,https://catalog.example.com/images/SKU-0370.jpg,Active,2025
SKU-0371,Urban Loft Concrete Coffee Table Slim,Coffee Table,Urban Loft,concrete,reclaimed wood,Weathered Pine / Raw Iron,industrial | rustic | urban,2715.26,109.9,66.2,39.9,20.2,Low-profile concrete coffee table with rounded edges.,https://catalog.example.com/images/SKU-0371.jpg,Limited Edition,2025
SKU-0372,Urban Loft Reclaimed Wood Coffee Table Wide,Coffee Table,Urban Loft,reclaimed wood,iron,Grey Concrete / Dark Iron,industrial | rustic | urban,2649.02,105.6,62.3,48.8,21.1,Round reclaimed wood coffee table combining form and function.,https://catalog.example.com/images/SKU-0372.jpg,Active,2021
SKU-0373,Urban Loft Iron Coffee Table Compact,Coffee Table,Urban Loft,iron,concrete,Weathered Pine / Raw Iron,industrial | rustic | urban,1658.97,117.7,66.6,50.1,18.3,Low-profile iron coffee table with rounded edges.,https://catalog.example.com/images/SKU-0373.jpg,Active,2020
SKU-0374,Urban Loft Reclaimed Wood Bed Frame,Bed Frame,Urban Loft,reclaimed wood,iron,Weathered Pine / Raw Iron,industrial | rustic | urban,2774.63,205.6,175.2,39.6,53.0,Queen-size reclaimed wood bed frame with slatted base support.,https://catalog.example.com/images/SKU-0374.jpg,Discontinued,2020
SKU-0375,Urban Loft Iron Bed Frame II,Bed Frame,Urban Loft,iron,concrete,Grey Concrete / Dark Iron,industrial | rustic | urban,1589.47,226.1,143.7,40.7,49.2,Queen-size iron bed frame with slatted base support.,https://catalog.example.com/images/SKU-0375.jpg,Active,2021
